doc_id,Question,Answer,source_file,medical_category,complexity,question_length,answer_length
1048,How to diagnose Gout ?,"To confirm a diagnosis of gout, the doctor inserts a needle into the inflamed joint and draws a sample of synovial fluid, the substance that lubricates a joint. A laboratory technician places some of the fluid on a slide and looks for uric acid crystals under a microscope. If uric acid crystals are found in the fluid surrounding the joint, the person usually has gout.",MedicalQuestionAnswering,General Medicine,Moderate,22,370
1049,What is the outlook for Post-Polio Syndrome ?,"PPS is a very slowly progressing condition marked by long periods of stability. The severity of PPS depends on the degree of the residual weakness and disability an individual has after the original polio attack. People who had only minimal symptoms from the original attack and subsequently develop PPS will most likely experience only mild PPS symptoms. People originally hit hard by the polio virus, who were left with severe residual weakness, may develop a more severe case of PPS with a greater loss of muscle function, difficulty in swallowing, and more periods of fatigue.",MedicalQuestionAnswering,General Medicine,Complex,45,580
1050,What is (are) COPD ?,"COPD (chronic obstructive pulmonary disease) makes it hard for you to breathe. The two main types are chronic bronchitis and emphysema. The main cause of COPD is long-term exposure to substances that irritate and damage the lungs. This is usually cigarette smoke. Air pollution, chemical fumes, or dust can also cause it. At first, COPD may cause no symptoms or only mild symptoms. As the disease gets worse, symptoms usually become more severe. They include - A cough that produces a lot of mucus - Shortness of breath, especially with physical activity - Wheezing - Chest tightness Doctors use lung function tests, imaging tests, and blood tests to diagnose COPD. There is no cure. Treatments may relieve symptoms. They include medicines, oxygen therapy, surgery, or a lung transplant. Quitting smoking is the most important step you can take to treat COPD. NIH: National Heart, Lung, and Blood Institute",MedicalQuestionAnswering,General Medicine,Complex,20,906
1051,what research (or clinical trials) is being done for Central Pain Syndrome ?,The NINDS vigorously pursues a research program seeking new treatments for chronic pain and nervous system damage. The goals of this research are to develop ways to more effectively treat and potentially reverse debilitating conditions such as central pain syndrome.,MedicalQuestionAnswering,General Medicine,Moderate,76,266
1052,What is the outlook for Creutzfeldt-Jakob Disease ?,"About 70 percent of individuals die within one year. In the early stages of disease, people may have failing memory, behavioral changes, lack of coordination and visual disturbances. As the illness progresses, mental deterioration becomes pronounced and involuntary movements, blindness, weakness of extremities, and coma may occur.",MedicalQuestionAnswering,General Medicine,Moderate,51,332
1053,What is (are) Prescription and Illicit Drug Abuse ?,"Addiction is a chronic disease in which a person craves, seeks, and continues to abuse a legal (medication, alcohol, tobacco) or an illicit (illegal) drug, despite harmful consequences. People who are addicted continue to abuse the substance even though it can harm their physical or mental health, lead to accidents, or put others in danger. For more on drugs and the brain, see Drugs, Brains and Behavior: The Science of Addiction.",MedicalQuestionAnswering,General Medicine,Moderate,51,433
1054,What is the outlook for Chronic Pain ?,Many people with chronic pain can be helped if they understand all the causes of pain and the many and varied steps that can be taken to undo what chronic pain has done. Scientists believe that advances in neuroscience will lead to more and better treatments for chronic pain in the years to come.,MedicalQuestionAnswering,General Medicine,Moderate,38,297
1055,What are the treatments for Incontinentia Pigmenti ?,"The skin abnormalities of IP usually disappear by adolescence or adulthood without treatment. Diminished vision may be treated with corrective lenses, medication, or, in severe cases, surgery. A specialist may treat dental problems. Neurological symptoms such as seizures, muscle spasms, or mild paralysis may be controlled with medication and/or medical devices and with the advice of a neurologist.",MedicalQuestionAnswering,General Medicine,Moderate,52,400
1056,What is the outlook for Aicardi Syndrome ?,"The prognosis for girls with Aicardi syndrome varies according to the severity of their symptoms. There is an increased risk for death in childhood and adolescence, but survivors into adulthood have been described.",MedicalQuestionAnswering,General Medicine,Moderate,42,214
1057,What is (are) Zika Virus ?,"Zika is a virus that is spread by mosquitoes. A pregnant mother can pass it to her baby during pregnancy or around the time of birth. A man can spread it to his partner during sexual contact. There have also been reports that the virus has spread through blood transfusions. There have been outbreaks of Zika virus in Africa, Southeast Asia, the Pacific Islands, parts of the Caribbean, and Central and South America. Most people who get the virus do not get sick. One in five people do get symptoms, which can include a fever, rash, joint pain, and conjunctivitis (pinkeye). Symptoms are usually mild, and start 2 to 7 days after being bitten by an infected mosquito. A blood test can tell whether you have the infection. There are no vaccines or medicines to treat it. Drinking lots of fluids, resting, and taking acetaminophen might help. Zika can cause microcephaly (a serious birth defect of the brain) and other problems in babies whose mothers were infected while pregnant. The Centers for Disease Control and Prevention recommends that pregnant women do not travel to areas where there is a Zika virus outbreak. If you do decide to travel, first talk to your doctor. You should also be careful to prevent mosquito bites: - Use insect repellent - Wear clothes that cover your arms, legs, and feet - Stay in places that have air conditioning or that use window and door screens Centers for Disease Control and Prevention",MedicalQuestionAnswering,General Medicine,Very Complex,26,1426
1058,What is (are) Arachnoid Cysts ?,"Arachnoid cysts are cerebrospinal fluid-filled sacs that are located between the brain or spinal cord and the arachnoid membrane, one of the three membranes that cover the brain and spinal cord. Primary arachnoid cysts are present at birth and are the result of developmental abnormalities in the brain and spinal cord that arise during the early weeks of gestation. Secondary arachnoid cysts are not as common as primary cysts and develop as a result of head injury, meningitis, or tumors, or as a complication of brain surgery. The majority of arachnoid cysts form outside the temporal lobe of the brain in an area of the skull known as the middle cranial fossa. Arachnoid cysts involving the spinal cord are rarer. The location and size of the cyst determine the symptoms and when those symptoms begin. Most individuals with arachnoid cysts develop symptoms before the age of 20, and especially during the first year of life, but some people with arachnoid cysts never have symptoms. Males are four times more likely to have arachnoid cysts than females. Typical symptoms of an arachnoid cyst around the brain include headache, nausea and vomiting, seizures, hearing and visual disturbances, vertigo, and difficulties with balance and walking. Arachnoid cysts around the spinal cord compress the spinal cord or nerve roots and cause symptoms such as progressive back and leg pain and tingling or numbness in the legs or arms. Diagnosis usually involves a brain scan or spine scan using diffusion-weighted MRI (magnetic resonance imaging) which helps distinguish fluid-filled arachnoid cysts from other types of cysts.",MedicalQuestionAnswering,General Medicine,Very Complex,31,1620
1059,what research (or clinical trials) is being done for Infantile Refsum Disease ?,"The National Institute of Neurological Disorders and Stroke (NINDS) conducts research related to IRDin its laboratories at the National Institutes of Health (NIH), and also supports additional research through grants to major medical institutions across the country. Research is focused on finding better ways to prevent, treat, and ultimately cure disorders such as the PBDs.",MedicalQuestionAnswering,General Medicine,Moderate,79,376
1060,What is (are) Diabetes Type 1 ?,"Diabetes means your blood glucose, or blood sugar, levels are too high. With type 1 diabetes, your pancreas does not make insulin. Insulin is a hormone that helps glucose get into your cells to give them energy. Without insulin, too much glucose stays in your blood. Over time, high blood glucose can lead to serious problems with your heart, eyes, kidneys, nerves, and gums and teeth. Type 1 diabetes happens most often in children and young adults but can appear at any age. Symptoms may include - Being very thirsty - Urinating often - Feeling very hungry or tired - Losing weight without trying - Having sores that heal slowly - Having dry, itchy skin - Losing the feeling in your feet or having tingling in your feet - Having blurry eyesight A blood test can show if you have diabetes. If you do, you will need to take insulin for the rest of your life. A blood test called the A1C can check to see how well you are managing your diabetes. NIH: National Institute of Diabetes and Digestive and Kidney Diseases",MedicalQuestionAnswering,General Medicine,Very Complex,31,1014
1061,What are the treatments for Lung Cancer ?,"There are many treatment options for lung cancer, mainly based on the extent of the disease. The choice of treatment depends on your age and general health, the stage of the cancer, whether or not it has spread beyond the lung, and other factors. If tests show that you have cancer, you should talk with your doctor and make treatment decisions as soon as possible. Studies show that early treatment leads to better outcomes. Working With a Team of Specialists A team of specialists often treats people with cancer. The team will keep the primary doctor informed about the patient's progress. The team may include a medical oncologist who is a specialist in cancer treatment, a surgeon, a radiation oncologist who is a specialist in radiation therapy, a thoracic surgeon who is a specialist in operating on organs in the chest, including the lungs, and others. Before starting treatment, you may want another doctor to review the diagnosis and treatment plan. Some insurance companies require a second opinion. Others may pay for a second opinion if you request it. Clinical Trials for Lung Cancer Some lung cancer patients take part in studies of new treatments. These studies, called clinical trials, are designed to find out whether a new treatment is safe and effective. Often, clinical trials compare a new treatment with a standard one so that doctors can learn which is more effective. People with lung cancer who are interested in taking part in a clinical trial should talk with their doctor. The U.S. National Institutes of Health, through its National Library of Medicine and other Institutes, maintains a database of clinical trials at ClinicalTrials.gov. Click here to see a list of the current clinical trials on lung cancer. A separate window will open. Click the ""x"" in the upper right hand corner of the ""Clinical Trials"" window to return here.",MedicalQuestionAnswering,General Medicine,Very Complex,41,1861
1062,What is (are) Throat Cancer ?,"Throat cancer is a type of head and neck cancer. Throat cancer has different names, depending on what part of the throat is affected. The different parts of the throat are called the oropharynx, the hypopharynx, and the nasopharynx. Sometimes the larynx, or voice box, is also included. The main risk factors for throat cancer are smoking or using smokeless tobacco and use of alcohol. Symptoms of throat cancer may include - Trouble breathing or speaking - Frequent headaches - Pain or ringing in the ears - Trouble swallowing - Ear pain Treatments include surgery, radiation therapy, and chemotherapy. NIH: National Cancer Institute",MedicalQuestionAnswering,General Medicine,Complex,29,634
1063,What is the outlook for Sleep Apnea ?,"Untreated, sleep apnea can be life threatening. Excessive daytime sleepiness can cause people to fall asleep at inappropriate times, such as while driving. Sleep apnea also appears to put individuals at risk for stroke and transient ischemic attacks (TIAs, also known as mini-strokes), and is associated with coronary heart disease, heart failure, irregular heartbeat, heart attack, and high blood pressure. Although there is no cure for sleep apnea, recent studies show that successful treatment can reduce the risk of heart and blood pressure problems.",MedicalQuestionAnswering,General Medicine,Complex,37,554
1064,What is (are) Managed Care ?,"Managed care plans are a type of health insurance. They have contracts with health care providers and medical facilities to provide care for members at reduced costs. These providers make up the plan's network. How much of your care the plan will pay for depends on the network's rules. Plans that restrict your choices usually cost you less. If you want a flexible plan, it will probably cost more. There are three types of managed care plans: - Health Maintenance Organizations (HMO) usually only pay for care within the network. You choose a primary care doctor who coordinates most of your care. - Preferred Provider Organizations (PPO) usually pay more if you get care within the network. They still pay part of the cost if you go outside the network. - Point of Service (POS) plans let you choose between an HMO or a PPO each time you need care.",MedicalQuestionAnswering,General Medicine,Complex,28,851
1065,What is (are) Tropical Spastic Paraparesis ?,"For several decades the term tropical spastic paraparesis (TSP) has been used to describe a chronic and progressive disease of the nervous system that affects adults living in equatorial areas of the world and causes progressive weakness, stiff muscles, muscle spasms, sensory disturbance, and sphincter dysfunction. The cause of TSP was obscure until the mid-1980s, when an important association was established between the human retrovirus human T-cell lymphotrophic virus type 1 (also known as HTLV-1) and TSP. TSP is now called HTLV-1 associated myelopathy/ tropical spastic paraparesis or HAM/TSP. The HTLV-1 retrovirus is thought to cause at least 80 percent of the cases of HAM/TSP by impairing the immune system. In addition to neurological symptoms of weakness and muscle stiffness or spasms, in rare cases individuals with HAM/TSP also exhibit uveitis (inflammation of the uveal tract of the eye), arthritis (inflammation of one or more joints), pulmonary lymphocytic alveolitis (inflammation of the lung), polymyositis (an inflammatory muscle disease), keratoconjunctivitis sicca (persistent dryness of the cornea and conjunctiva), and infectious dermatitis (inflammation of the skin). The other serious complication of HTLV-1 infection is the development of adult T-cell leukemia or lymphoma. Nervous system and blood-related complications occur only in a very small proportion of infected individuals, while most remain largely without symptoms throughout their lives. The HTLV-1 virus is transmitted person-to-person via infected cells: breast-feeding by mothers who are seropositive (in other words, have high levels of virus antibodies in their blood), sharing infected needles during intravenous drug use, or having sexual relations with a seropositive partner. Less than 2 percent of HTLV-1 seropositive carriers will become HAM/TSP patients.",MedicalQuestionAnswering,General Medicine,Very Complex,44,1860
1066,What is (are) Skin Cancer ?,"Skin cancer occurs when cancer cells form in the tissues of the skin. The skin is mainly made up of two layers: the inner layer, called the dermis, and the outer layer, called the epidermis. Within the epidermis, there are three types of cells; squamous cells, basal cells, and melanocytes. There are three types of skin cancer: basal cell carcinoma, squamous cell carcinoma, and melanoma. The types of cancer are named after the type of cells that are affected. Basal cell carcinoma and squamous cell carcinoma are very common, especially in older people. However, they are rarely life-threatening. Melanoma is a less common, yet more serious, type of cancer.",MedicalQuestionAnswering,General Medicine,Complex,27,660
1067,What is (are) Whipple's Disease ?,"Whipple's disease is a multi-system infectious bacterial disease that interferes with the body's ability to metabolize fats. Caused by the bacterium Tropheryma whipplei, the disorder can affect any system in the body, including the brain, eyes, heart, joints, and lungs, but usually occurs in the gastrointestinal system. Neurological symptoms occur in up to 40 percent of individuals and may include dementia, abnormalities of eye and facial muscle movements, headaches, seizures, loss of muscle control, memory loss, weakness, and vision problems. Gastrointestinal symptoms may include diarrhea, weight loss, fatigue, weakness, and abdominal bleeding and pain. Fever, cough, anemia, heart and lung damage, darkening of the skin, and joint soreness may also be present. The disease is more common in men and neurological symptoms are more common in individuals who have severe abdominal disease, Rarely, neurological symptoms may appear without gastrointestinal symptoms and can mimic symptoms of almost any neurologic disease.",MedicalQuestionAnswering,General Medicine,Very Complex,33,1028
1068,What is (are) Cushing's Syndrome ?,"Cushing's syndrome is a hormonal disorder. The cause is long-term exposure to too much cortisol, a hormone that your adrenal gland makes. Sometimes, taking synthetic hormone medicine to treat an inflammatory disease leads to Cushing's. Some kinds of tumors produce a hormone that can cause your body to make too much cortisol. Cushing's syndrome is rare. Some symptoms are - Upper body obesity - Thin arms and legs - Severe fatigue and muscle weakness - High blood pressure - High blood sugar - Easy bruising Lab tests can show if you have it and find the cause. Your treatment will depend on why you have too much cortisol. If it is because you have been taking synthetic hormones, a lower dose may control your symptoms. If the cause is a tumor, surgery and other therapies may be needed. NIH: National Institute of Diabetes and Digestive and Kidney Diseases",MedicalQuestionAnswering,General Medicine,Complex,34,860
1069,What are the treatments for Postural Tachycardia Syndrome ?,Therapies for POTS are targeted at relieving low blood volume or regulating circulatory problems that could be causing the disorder. No single treatment has been found to be effect for all. A number of drugs seem to be effective in the short term. Whether they help in long term is uncertain. Simple interventions such as adding extra salt to the diet and attention to adequate fluid intake are often effective. The drugs fludrocortisone (for those on a high salt diet) and midodrine in low doses are often used to increase blood volume and narrow blood vessels. Drinking 16 ounces of water (2 glassfuls) before getting up can also help raise blood pressure. Some individuals are helped by beta receptor blocking agents. There is some evidence that an exercise program can gradually improve orthostatic tolerance.,MedicalQuestionAnswering,General Medicine,Complex,59,813
1070,Do you have information about Vitamin K,"Summary : Vitamins are substances that your body needs to grow and develop normally. Vitamin K helps your body by making proteins for healthy bones and tissues. It also makes proteins for blood clotting. If you don't have enough vitamin K, you may bleed too much. Newborns have very little vitamin K. They usually get a shot of vitamin K soon after they are born. If you take blood thinners, you need to be careful about how much vitamin K you get. You also need to be careful about taking vitamin E supplements. Vitamin E can interfere with how vitamin K works in your body. Ask your health care provider for recommendations about these vitamins. There are different types of vitamin K. Most people get vitamin K from plants such as green vegetables, and dark berries. Bacteria in your intestines also produce small amounts of another type of vitamin K.",MedicalQuestionAnswering,General Medicine,Complex,39,854
1071,What are the treatments for Sydenham Chorea ?,"There is no specific treatment for SD. For people with the mildest form, bed rest during the period of active movements is sufficient. When the severity of movements interferes with rest, sedative drugs, such as barbiturates or benzodiazepines, may be needed. Antiepileptic medications, such as valproic acid, are often prescribed. Doctors also recommend that children who have had SD take penicillin over the course of the next 10 years to prevent additional manifestations of rheumatic fever.",MedicalQuestionAnswering,General Medicine,Moderate,45,494
1072,What is (are) West Nile Virus ?,"West Nile virus (WNV) is an infectious disease that first appeared in the United States in 1999. Infected mosquitoes spread the virus that causes it. People who get WNV usually have no symptoms or mild symptoms. The symptoms include a fever, headache, body aches, skin rash, and swollen lymph glands. They can last a few days to several weeks, and usually go away on their own. If West Nile virus enters the brain, however, it can be life-threatening. It may cause inflammation of the brain, called encephalitis, or inflammation of the tissue that surrounds the brain and spinal cord, called meningitis. A physical exam, health history and laboratory tests can diagnose it. Older people and those with weakened immune systems are most at risk. There are no specific vaccines or treatments for human WNV disease. The best way to avoid WNV is to prevent mosquito bites: - Use insect repellent - Get rid of mosquito breeding sites by emptying standing water from flower pots, buckets or barrels - Stay indoors between dusk and dawn, when mosquitoes are most active - Use screens on windows to keep mosquitoes out NIH: National Institute of Allergy and Infectious Diseases",MedicalQuestionAnswering,General Medicine,Very Complex,31,1168
1073,What is the outlook for Pompe Disease ?,"Without enzyme replacement therapy, the hearts of babies with infantile onset Pompe disease progressively thicken and enlarge. These babies die before the age of one year from either cardiorespiratory failure or respiratory infection. For individuals with late onset Pompe disease, the prognosis is dependent upon the age of onset. In general, the later the age of onset, the slower the progression of the disease. Ultimately, the prognosis is dependent upon the extent of respiratory muscle involvement.",MedicalQuestionAnswering,General Medicine,Complex,39,504
1074,What is (are) Bile Duct Cancer ?,"Your liver makes a digestive juice called bile. Your gallbladder stores it between meals. When you eat, your gallbladder pushes the bile into tubes called bile ducts. They carry the bile to your small intestine. The bile helps break down fat. It also helps the liver get rid of toxins and wastes. Bile duct cancer is rare. It can happen in the parts of the bile ducts that are outside or inside the liver. Cancer of the bile duct outside of the liver is much more common. Risk factors include having inflammation of the bile duct, ulcerative colitis, and some liver diseases. Symptoms can include - Jaundice - Itchy skin - Fever - Abdominal pain Tests to diagnose bile duct cancer may include a physical exam, imaging tests of the liver and bile ducts, blood tests, and a biopsy. Treatments include surgery, radiation therapy, and chemotherapy. NIH: National Cancer Institute",MedicalQuestionAnswering,General Medicine,Complex,32,875
1075,what research (or clinical trials) is being done for Lambert-Eaton Myasthenic Syndrome ?,"The NINDS supports research on neuromuscular disorders such as LEMS with the ultimate goal of finding ways to treat, prevent, and cure them.",MedicalQuestionAnswering,General Medicine,Simple,88,140
1076,What is (are) Shoulder Injuries and Disorders ?,"Your shoulder joint is composed of three bones: the clavicle (collarbone), the scapula (shoulder blade), and the humerus (upper arm bone). Your shoulders are the most movable joints in your body. They can also be unstable because the ball of the upper arm is larger than the shoulder socket that holds it. To remain in a stable or normal position, the shoulder must be anchored by muscles, tendons and ligaments. Because the shoulder can be unstable, it is the site of many common problems. They include sprains, strains, dislocations, separations, tendinitis, bursitis, torn rotator cuffs, frozen shoulder, fractures and arthritis. Usually shoulder problems are treated with RICE. This stands for Rest, Ice, Compression and Elevation. Other treatments include exercise, medicines to reduce pain and swelling, and surgery if other treatments don't work. NIH: National Institute of Arthritis and Musculoskeletal and Skin Diseases",MedicalQuestionAnswering,General Medicine,Complex,47,928
1077,what research (or clinical trials) is being done for Peripheral Neuropathy ?,"The National Institute of Neurological Disorders and Stroke (NINDS) and other institutes of the National Institutes of Health (NIH) conduct research related to peripheral neuropathies in laboratories at the NIH and also support additional research through grants to major medical institutions across the country. Current research projects funded by the NINDS involve investigations of genetic factors associated with hereditary neuropathies, studies of biological mechanisms involved in diabetes-associated neuropathies, and investigations exploring how the immune system contributes to peripheral nerve damage. Neuropathic pain is a primary target of NINDS-sponsored studies aimed at developing more effective therapies for symptoms of peripheral neuropathy. Some scientists hope to identify substances that will block the brain chemicals that generate pain signals, while others are investigating the pathways by which pain signals reach the brain.",MedicalQuestionAnswering,General Medicine,Complex,76,950
1078,What to do for Diabetic Retinopathy ?,"If you have diabetes, get a comprehensive dilated eye exam at least once a year. Proliferative retinopathy can develop without symptoms. If it gets to this advanced stage, you are at high risk for vision loss or even blindness. Macular edema can develop without symptoms at any of the four stages of diabetic retinopathy. You can develop both proliferative retinopathy and macular edema and still see fine. However, you are at high risk for vision loss. Your eye care professional can tell if you have macular edema or any stage of diabetic retinopathy. Whether or not you have symptoms, early detection and timely treatment can prevent vision loss. See this glossary for basic terms about diabetic retinopathy.",MedicalQuestionAnswering,General Medicine,Complex,37,711
1079,Do you have information about Rural Health Concerns,"Summary : People in rural areas face some different health issues than people who live in towns and cities. Getting health care can be a problem when you live in a remote area. You might not be able to get to a hospital quickly in an emergency. You also might not want to travel long distances to get routine checkups and screenings. Rural areas often have fewer doctors and dentists, and certain specialists might not be available at all. Because it can be hard to get care, health problems in rural residents may be more serious by the time they are diagnosed. People in rural areas of the United States have higher rates of chronic disease than people in urban areas. They also have higher rates of certain types of cancer, from exposure to chemicals used in farming.",MedicalQuestionAnswering,General Medicine,Complex,51,770
1080,What is (are) Skin Cancer ?,"Basal cell carcinoma develops in the basal cells of the epidermis, the outer layer of the skin. It is the most common type of skin cancer in the United States, but it spreads slowly and is rarely life-threatening. Basal cell carcinoma occurs most often on parts of the body that have been exposed to the sun, such as the face, ears, neck, hands and legs. However, it can be found on any part of the body.",MedicalQuestionAnswering,General Medicine,Moderate,27,404
1081,what research (or clinical trials) is being done for Aicardi-Goutieres Syndrome Disorder ?,The National Institute of Neurological Disorders and Stroke (NINDS) and other institutes of the National Institutes of Health (NIH) support research related to AGS through grants to major medical institutions across the country. Current research is aimed at finding new methods for treating and ultimately preventing or curing AGS.,MedicalQuestionAnswering,General Medicine,Moderate,90,331
1082,what research (or clinical trials) is being done for Osteoporosis ?,"Scientists are pursuing a wide range of basic and clinical studies on osteoporosis. Significant advances in preventing and treating osteoporosis continue to be made. Such advances are the direct result of research focused on - determining the causes and consequences of bone loss at the cellular and tissue levels - assessing risk factors - developing new strategies to maintain and even enhance bone density and reduce fracture risk - exploring the roles of such factors as genetics, hormones, calcium, vitamin D, drugs, and exercise on bone mass. determining the causes and consequences of bone loss at the cellular and tissue levels assessing risk factors developing new strategies to maintain and even enhance bone density and reduce fracture risk exploring the roles of such factors as genetics, hormones, calcium, vitamin D, drugs, and exercise on bone mass. Get more information about ongoing research on osteoporosis from the National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS) at NIH.",MedicalQuestionAnswering,General Medicine,Very Complex,67,1019
1083,What is (are) Paget's Disease of Bone ?,"Paget's disease of bone is a disease that causes affected bones to become enlarged and misshapen. Our bones are living tissue, and our bodies are constantly breaking down old bone and replacing it with new bone. In Paget's disease, however, old bone is broken down and replaced at a faster rate than normal. The new bone is larger and weaker than normal bone.",MedicalQuestionAnswering,General Medicine,Moderate,39,359
1084,What is the outlook for Empty Sella Syndrome ?,"ESS is not a life-threatening condition. Most often, and particularly among those with primary ESS, the disorder does not cause health problems and does not affect life expectancy.",MedicalQuestionAnswering,General Medicine,Simple,46,180
1085,Do you have information about Critical Care,"Summary : Critical care helps people with life-threatening injuries and illnesses. It might treat problems such as complications from surgery, accidents, infections, and severe breathing problems. It involves close, constant attention by a team of specially-trained health care providers. Critical care usually takes place in an intensive care unit (ICU) or trauma center. Monitors, intravenous (IV) tubes, feeding tubes, catheters, breathing machines, and other equipment are common in critical care units. They can keep a person alive, but can also increase the risk of infection. Many patients in critical care recover, but some die. Having advance directives in place is important. They help health care providers and family members make end-of-life decisions if you are not able to make them.",MedicalQuestionAnswering,General Medicine,Complex,43,797
1086,What is (are) Elder Abuse ?,"Many older people are victims of elder abuse. It is the mistreatment of an older person, usually by a caregiver. It can happen within the family. It can also happen in assisted living facilities or nursing homes. The mistreatment may be - Physical, sexual, or emotional abuse - Neglect or abandonment - Financial abuse - stealing of money or belongings Possible signs of elder abuse include unexplained bruises, burns, and injuries. There may also be bed sores and poor hygiene. The person may become withdrawn, agitated, and depressed. There may be a sudden change in the person's financial situation. Elder abuse will not stop on its own. Someone else needs to step in and help. If you think that an older person is in urgent danger, call 9-1-1. Otherwise, contact adult protective services. NIH: National Institute on Aging",MedicalQuestionAnswering,General Medicine,Complex,27,826
1087,What is the outlook for Kennedy's Disease ?,"Kennedy's disease is slowly progressive. Individuals tend to remain ambulatory until late in the disease, although some may be wheelchair-bound during later stages. The life span of individuals with Kennedy's disease is usually normal.",MedicalQuestionAnswering,General Medicine,Moderate,43,235
1088,How many people are affected by Hearing Loss ?,"Approximately 17 percent, or 36 million, of American adults say that they have some degree of hearing loss. Hearing loss is a common condition in older adults. Roughly one-third of Americans 65 to 74 years of age and 47 percent of those 75 and older have hearing loss.",MedicalQuestionAnswering,General Medicine,Moderate,46,268
1089,What is (are) Vulvar Disorders ?,"The vulva is the external part of a woman's genitals. Some problems you can have with the vulvar area include - Bacterial or fungal infections - Skin problems due to allergy - Vulvar cancer - Vulvodynia, or vulvar pain Symptoms may include redness, itching, pain, or cracks in the skin. Treatment depends on the cause.",MedicalQuestionAnswering,General Medicine,Moderate,32,318
1090,What is (are) Psychotic Disorders ?,"Psychotic disorders are severe mental disorders that cause abnormal thinking and perceptions. People with psychoses lose touch with reality. Two of the main symptoms are delusions and hallucinations. Delusions are false beliefs, such as thinking that someone is plotting against you or that the TV is sending you secret messages. Hallucinations are false perceptions, such as hearing, seeing, or feeling something that is not there. Schizophrenia is one type of psychotic disorder. People with bipolar disorder may also have psychotic symptoms. Other problems that can cause psychosis include alcohol and some drugs, brain tumors, brain infections, and stroke. Treatment depends on the cause of the psychosis. It might involve drugs to control symptoms and talk therapy. Hospitalization is an option for serious cases where a person might be dangerous to himself or others.",MedicalQuestionAnswering,General Medicine,Complex,35,873
1091,What are the treatments for Surviving Cancer ?,"Talk to your doctor when you first notice symptoms of neuropathy. Certain medications and other approaches, such as physical therapy, may help alleviate symptoms. There are some steps you can take yourself. Pay careful attention to your hands and feet, and check them for wounds. Pay attention when you walk and avoid falls. Avoid extreme heat or cold.",MedicalQuestionAnswering,General Medicine,Moderate,46,352
1092,What is (are) Kidney Disease ?,"When you visit your doctor, here are questions to ask about your kidneys. - What is my GFR? - What is my urine albumin result? - What is my blood pressure? - What is my blood glucose (for people with diabetes)? What is my GFR? What is my urine albumin result? What is my blood pressure? What is my blood glucose (for people with diabetes)?",MedicalQuestionAnswering,General Medicine,Moderate,30,339
1093,What is the outlook for Mucopolysaccharidoses ?,"The mucopolysaccharidoses syndromes share many clinical features but have varying degrees of severity. Most individuals with a mucopolysaccharidosis syndrome generally experience a period of normal development followed by a decline in physical and mental function. Longevity is dependent upon the particular syndrome. For example, children with a form of mucopolysaccharidosis called Hurler syndrome often die before age 10 from obstructive airway disease, respiratory infections, or cardiac complications. A child with the type known as Scheie syndrome can live into adulthood, while one with a mild case of the type known as Hunter syndrome may live into his or her 50s or beyond.",MedicalQuestionAnswering,General Medicine,Complex,47,682
1094,What is (are) Pneumonia ?,"Pneumonia is an infection in one or both of the lungs. Many germs, such as bacteria, viruses, and fungi, can cause pneumonia. You can also get pneumonia by inhaling a liquid or chemical. People most at risk are older than 65 or younger than 2 years of age, or already have health problems. Symptoms of pneumonia vary from mild to severe. See your doctor promptly if you - Have a high fever - Have shaking chills - Have a cough with phlegm that doesn't improve or gets worse - Develop shortness of breath with normal daily activities - Have chest pain when you breathe or cough - Feel suddenly worse after a cold or the flu Your doctor will use your medical history, a physical exam, and lab tests to diagnose pneumonia. Treatment depends on what kind you have. If bacteria are the cause, antibiotics should help. If you have viral pneumonia, your doctor may prescribe an antiviral medicine to treat it. Preventing pneumonia is always better than treating it. Vaccines are available to prevent pneumococcal pneumonia and the flu. Other preventive measures include washing your hands frequently and not smoking. NIH: National Heart, Lung, and Blood Institute",MedicalQuestionAnswering,General Medicine,Very Complex,25,1156
1095,What is (are) Troyer Syndrome ?,"Troyer syndrome is one of more than 40 genetically-distinct neurological disorders known collectively as the hereditary spastic paraplegias. These disorders are characterized by their paramount feature of progressive muscle weakness and spasticity in the legs. Additional symptoms of Troyer syndrome (also called SPG20) include leg contractures, difficulty walking, speech disorders, drooling, atrophy of the hand muscles, developmental delays, fluctuating emotions, and short stature. Onset is typically in early childhood, and symptoms gradually worsen over time. Troyer syndrome is an autosomal recessive disorder (meaning that both parents must carry and pass on the defective gene that produces the illness) that results from a mutation in the spastic paraplegia gene (SPGP20) located in chromosome 13 that results in loss of the spartin proteins. The disease was first observed in Amish families in Ohio. Diagnosis is made by specialized genetic testing.",MedicalQuestionAnswering,General Medicine,Complex,31,960
1096,What is (are) Corns and Calluses ?,"Corns and calluses are caused by pressure or friction on your skin. They often appear on feet where the bony parts of your feet rub against your shoes. Corns usually appear on the tops or sides of toes while calluses form on the soles of feet. Calluses also can appear on hands or other areas that are rubbed or pressed. Wearing shoes that fit better or using non-medicated pads may help. While bathing, gently rub the corn or callus with a washcloth or pumice stone to help reduce the size. To avoid infection, do not try to shave off the corn or callus. See your doctor, especially if you have diabetes or circulation problems. NIH: National Institute on Aging",MedicalQuestionAnswering,General Medicine,Complex,34,662
